"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","inflatedCost"
"EJMANUEL","EJ Manuel","QB","BUF",53,176.8,26,186.681288797345,194.69,193.32,167.14,162.337219857559,1,180.006,188.52,193.237219857559,184.717219857559,173.817219857559,199.317219857559,187.217219857559,232.22,225.12,175.082519857559,NA,205.64,189.2641125,186.681288797345,-59.0116215777412,19.1,51.037360376596,8.31675133598517,1,0,0,0,NA,0,170,3,233,NA,NA,0,1
"ZACSTACY","Zac Stacy","RB","STL",54,22.1,14,185.994316114385,160.64,209.7,180.35,182.574988154543,NA,194.06,187.25,202.649988154543,176.849988154543,170.499988154543,172.774988154543,175.874988154543,182.675,189.5,189.225888154543,NA,193.325,184.452794583333,185.994316114385,65.4837938564004,5.9,12.6732773002713,3.18366150668801,33.9,36,34.95,36,26.9,31.8,25.4,30,27,28.3,3.6,34.95,40
"ALFREDMORRIS","Alfred Morris","RB","WAS",55,22.3,15,185.702473120621,228.665,208.05,181.95,181.849944588271,0.4,189.34,171.15,176.849944588271,170.924944588271,174.524944588271,166.349944588271,175.399944588271,237.55,191.4,182.160944588271,NA,174.975,187.1504375,185.702473120621,65.1919508626365,6.5,51.050780388281,6.76635101434527,33.2,36,34.6,36,27.3,29.7,26.5,31,24,23.8,3.9,34.6,39
"VICTORCRUZ","Victor Cruz","WR","NYG",56,39,14,184.787641513226,199.655,179.375,170.875,169.700003424382,NA,177.975,208.525,192.700003424382,179.200003424382,167.200003424382,178.950003424382,202.325003424382,202.875,207.75,193.010003424382,NA,179.35,187.3884375,184.787641513226,42.0064725013891,9.1,14.3509360112281,3.73111161753867,27.4,35,31.2,35,33.9,15.2,47.1,21,40,38.5,4.4,31.2,36
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",57,41.8,15,179.900103672119,124.77,204.275,190.525,179.07503925702,0.4,189.675,183.15,170.35003925702,167.12503925702,160.60003925702,173.37503925702,170.85003925702,195.5,203.75,193.19978925702,NA,182.595,180.953384375,179.900103672119,37.1189346602824,8,48.7060255245036,6.73669082680531,23.6,25,24.3,25,36.7,19.8,37.1,23,34,38.6,5.1,24.3,28
"RODDYWHITE","Roddy White","WR","ATL",58,39.8,16,177.873786398043,125.005,187.625,172.75,164.484761019322,NA,178.8875,187.5,186.359761019322,169.734761019322,173.359761019322,171.609761019322,173.984761019322,210.25,206.625,191.451011019322,NA,173.825,179.154880208333,177.873786398043,35.0926173862063,11.3,19.7774770499077,4.49817187666892,20.3,27,23.65,27,39.3,14.8,49.4,21,43,38.6,4.7,23.65,27
"PIERREGARCON","Pierre Garcon","WR","WAS",59,41,17,176.082134482173,163.1,187.375,172,176.280153292612,NA,178.1875,187.825,167.255153292612,167.705153292612,172.255153292612,179.805153292612,173.880153292612,148.75,208.925,186.225453292612,NA,175.15,178.656385,176.082134482173,33.3009654703367,8.5,13.5361540723179,3.58273020784788,18.5,23,20.75,23,41,16.6,45,23,42,42,5.4,20.75,24
"MICHAELCRABTREE","Michael Crabtree","WR","SF",60,48.4,18,175.928663426092,140.29,201.75,195.375,164.575250863876,NA,187.6125,189.35,176.000250863876,150.250250863876,158.625250863876,165.375250863876,176.500250863876,142.625,204,202.580250863876,NA,151.955,175.200197916667,175.928663426092,33.1474944142556,13.3,22.2721570120171,4.97254709232869,9.3,22,15.65,22,48.2,11.3,54.1,17,45,47.9,6.2,15.65,18
"REGGIEBUSH","Reggie Bush","RB","DET",61,41.8,16,175.687141016192,153.17,190.05,162.3,187.899877386332,NA,172.8,184,147.574877386332,174.649877386332,190.499877386332,167.624877386332,184.999877386332,197.25,201.95,182.657727386332,NA,157.225,176.214731458333,175.687141016192,55.1766187582077,10.8,16.4768771443554,4.13483004056624,10.9,24,17.45,24,59.9,24.2,30.2,29,33,32.5,5.1,17.45,20
"GENOSMITH","Geno Smith","QB","NYJ",62,167.9,27,175.625028748215,168.79,191.74,173.78,156.415112548988,NA,177.108,157.14,175.835112548988,201.995112548988,170.295112548988,193.695112548988,213.695112548988,197.08,174.88,132.932112548988,NA,190.52,174.094708333333,175.625028748215,-70.0678816268711,19.9,20.5511247440714,5.62795262600012,1,0,0,0,NA,0,170,0,239,NA,NA,0,1
"PERCYHARVIN","Percy Harvin","WR","SEA",63,56.7,19,175.537271800118,2.97,159.5,134.75,153.349813030803,3,168.95,158.875,196.624813030803,164.499813030803,159.124813030803,164.049813030803,195.749813030803,195.3,199.525,183.061063030803,NA,155.925,164.095432291667,175.537271800118,32.7561027882816,15.2,60.2152213905119,8.67560499479694,13.4,23,18.2,23,43.8,12.8,51.5,17,50,50.8,7.1,18.2,21
"TOBYGERHART","Toby Gerhart","RB","JAC",64,35.9,17,175.162915318042,148.925,200.575,171.625,154.018986871371,NA,184.46,205.625,205.568986871371,166.468986871371,175.043986871371,164.393986871371,189.668986871371,169.075,180.6,172.959486871371,NA,178.375,176.167927083333,175.162915318042,54.6523930600576,8.1,17.1342073032717,3.86243727263272,22.7,36,29.35,36,41,11.3,62,16,44,38.6,5.7,29.35,34
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",65,50.9,20,175.14105466911,92.705,158.375,171.125,161.2,3,179.475,208.725,185.375,170.75,163.05,168.025,172.175,150.125,206.275,144.55675,NA,164.255,171.895088541667,175.14105466911,32.3598856572733,9.7,48.5143545364384,6.92851315092773,11.7,22,16.85,22,46.4,10.6,62.3,15,49,40.4,6.6,16.85,19
"MICHAELFLOYD","Michael Floyd","WR","ARI",66,48.7,21,174.369774874712,163.825,184.25,176.75,162.02484622854,NA,179.025,188.95,186.64984622854,168.89984622854,178.27484622854,169.64984622854,164.77484622854,162.375,188.375,161.70734622854,NA,170.975,174.67503125,174.369774874712,31.5886058628756,9,10.0636275275152,3.32681437822729,9.2,23,16.1,23,49.1,8.6,69.4,14,54,50.2,5.9,16.1,19
"RYANMATHEWS","Ryan Mathews","RB","SD",67,37.5,18,174.07229703623,157.655,182.975,172.125,164.900239873135,0.4,171.825,165.9,158.575239873135,165.400239873135,173.900239873135,169.975239873135,184.025239873135,204.725,185.075,185.975889873135,NA,163.65,173.794020625,174.07229703623,53.561774778246,8.5,45.0413950423964,6.46321119756231,23.1,33,28.05,33,40.8,16.5,44.9,22,38,42.8,6,28.05,29
"JULIUSTHOMAS","Julius Thomas","TE","DEN",68,36.5,2,172.036950133024,188.145,179.875,182.375,184.974831663489,187.375,181.125,190.375,175.474831663489,159.974831663489,176.099831663489,149.724831663489,163.849831663489,127.125,171,165.732331663489,NA,148,171.447009803922,172.036950133024,54.0970370199639,7.8,17.5026363874311,3.85917873167707,28.2,28,28.1,28.2,33.3,26.3,28.2,29,29,28.2,5.1,28.1,29
"SHAUNHILL","Shaun Hill","QB","STL",69,178.4,28,171.981907990347,NA,181.66,166.2,128.620054223896,NA,155.182,168.26,-5.99994577610391,179.220054223896,176.600054223896,189.960054223896,205.000054223896,200.58,142.26,146.598554223896,NA,177.6,159.09880952381,171.981907990347,-73.7110023847392,16.4,51.9623109005576,8.068826731133,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DESEANJACKSON","DeSean Jackson","WR","WAS",70,57.3,22,169.564731502529,157.06,160.95,168.325,171.899874165478,1.2,165.9375,178.675,154.124874165478,160.849874165478,179.424874165478,160.249874165478,172.924874165478,151.075,198.025,183.834374165478,NA,169.765,170.015583333333,169.564731502529,26.7835624906922,11.8,43.6267228931913,6.74024823964675,8.9,22,15.45,22,47.3,14.8,47.5,18,51,54.3,7.4,15.45,16
"RASHADJENNINGS","Rashad Jennings","RB","NYG",71,41.4,19,169.540071873714,171.49,170.95,155.45,158.160148183823,NA,167.2,163.875,189.060148183823,162.285148183823,166.410148183823,169.010148183823,155.160148183823,171.375,192.85,157.618648183823,NA,167.65,168.731052083333,169.540071873714,49.0295496157294,13.2,10.9352949863289,3.92371883727556,13.5,29,21.25,29,57.8,11.4,60.7,16,48,35.5,5,21.25,22
"FRANKGORE","Frank Gore","RB","SF",72,46.1,20,167.896817790718,134.95,173.425,152.15,171.906239859365,NA,167.6375,198.7,174.631239859365,151.031239859365,154.606239859365,150.356239859365,157.356239859365,150.775,181.5,177.840589859365,NA,164.525,163.599406458333,167.896817790718,47.3862955327335,7.7,16.0925701635954,3.71794380762463,6.4,22,14.2,22,68.4,16.8,40.8,21,47,44.9,6.7,14.2,15
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",73,35.3,3,167.642677674225,170.12,185.25,187.875,160.768061903011,163,172.5625,228.35,137.893061903011,191.518061903011,167.768061903011,143.518061903011,176.518061903011,115.375,169.125,147.335561903011,NA,191.1,169.983305322129,167.642677674225,49.7027645611651,12.3,26.1723895067823,5.20599497888714,15.7,23,19.35,23,42.8,22.1,35.2,26,31,29.6,5.5,19.35,20
"CJSPILLER","C.J. Spiller","RB","BUF",74,41.2,21,166.35728419084,142.195,184.45,152.175,168.545505911001,NA,164.7775,190.225,151.295505911001,166.270505911001,176.695505911001,166.170505911001,161.195505911001,176.2,185.625,142.559505911001,NA,172.325,166.801714583333,166.35728419084,45.8467619328557,12.3,14.9232331719807,4.17750003725201,23.5,30,26.75,30,42.3,16.4,46,21,41,37.3,5.2,26.75,28
"JOIQUEBELL","Joique Bell","RB","DET",75,49.5,22,165.405209844619,154.035,190.7,165.175,168.020140119704,NA,174.5425,166.925,171.270140119704,168.195140119704,170.945140119704,161.595140119704,145.445140119704,186.05,181.875,140.980140119704,NA,149.4,166.143052083333,165.405209844619,44.8946875866345,11.5,14.3541835271282,4.02695658963857,4.6,23,13.8,23,88.5,8.8,70.6,15,68,55.1,7.9,13.8,14
"TORREYSMITH","Torrey Smith","WR","BAL",76,51.3,23,165.38787754216,146.505,168.875,166.625,166.949907325631,NA,169.925,198,172.974907325631,156.124907325631,151.249907325631,162.324907325631,173.499907325631,143.5,175,148.000957325631,NA,162.725,165.007058958333,165.38787754216,22.6067085303234,10,13.9724786806275,3.80734030371378,4.5,18,11.25,18,58.4,9.4,62.8,14,64,61.6,6.9,11.25,12
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",77,177.6,29,164.773813040077,208.7,176.64,127.32,143.785045000461,0.8,151.028,155.82,149.185045000461,178.225045000461,178.185045000461,129.965045000461,138.085045000461,228.94,151.32,144.192095000461,NA,176.42,166.444320833333,164.773813040077,-80.9190973350089,16.3,48.9971959370171,7.78541583270686,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"MARQUESCOLSTON","Marques Colston","WR","NO",78,70.2,24,163.112708995474,195.09,165.125,160.5,146.375144461236,NA,162.6375,157.375,172.375144461236,136.125144461236,148.000144461236,154.875144461236,158.375144461236,206.625,166.625,172.145144461236,NA,163,165.829927083333,163.112708995474,20.3315399836373,14.8,17.8161693033705,4.74985978018169,2.3,12,7.15,12,80.6,6.7,77.3,11,76,71,7.9,7.15,8
"CHRISJOHNSON","Chris Johnson","RB","NYJ",79,63.7,23,160.095701529828,154.14,168.775,150.875,162.550176290087,NA,163.535,204.45,176.850176290087,153.400176290087,151.350176290087,148.125176290087,163.225176290087,193.5,174.15,153.393576290087,NA,147.825,161.791550833333,160.095701529828,39.5851792718431,13.5,16.8306703960805,4.49966843573285,2.9,12,7.45,12,89.6,10.7,62.1,15,63,57.7,7.7,7.45,8
"MIKEWALLACE","Mike Wallace","WR","MIA",80,63.4,25,160.006040028224,137.555,157.5,151.875,154.099942959888,NA,158.6375,156.675,161.974942959888,154.999942959888,160.499942959888,163.274942959888,165.999942959888,177.75,180.175,141.980742959888,NA,178.21,160.799220416667,160.006040028224,17.2248710163871,12.6,12.1829371760627,3.96390203818176,2.2,14,8.1,14,79.6,5,90.6,10,77,76.1,7.3,8.1,9
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",81,159,30,158.689574254087,0.8,226.92,139.26,156.039882502234,0.8,172.982,131.3,159.599882502234,170.999882502234,157.599882502234,216.879882502234,191.299882502234,NA,137.28,91.9886825022338,NA,171.9,151.657767619048,158.689574254087,-87.0033361209985,28.5,66.1238156745681,10.8536484810818,1.5,1,1.25,1.5,131,2.8,134.5,0,166,NA,NA,1.25,2
"RAYRICE","Ray Rice","RB","BAL",82,63.4,24,158.471722908928,149.11,177.175,159.375,167.549860896119,0.2,169.36,150.95,174.424860896119,138.624860896119,136.074860896119,140.624860896119,143.949860896119,171.775,168.725,130.264860896119,NA,152.2,156.032945833333,158.471722908928,37.9612006509434,18.6,41.5623873074619,7.38889502630677,3.8,10,6.9,10,100,12.3,60.5,14,67,49.4,7,6.9,7
"SHANEVEREEN","Shane Vereen","RB","NE",83,53.2,25,157.9998827854,194.305,201.45,174.25,160.961997699142,NA,175.53,121.375,147.111997699142,127.561997699142,145.486997699142,157.161997699142,175.361997699142,162.775,181.4,127.381497699142,NA,152.8,160.727739583333,157.9998827854,37.4893605274156,11.9,24.0310065798772,4.96095326425165,4.4,22,13.2,22,89.4,8.1,70.6,13,61,44.9,6.8,13.2,14
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",84,78.7,26,157.93743689004,153.33,185.875,176.25,163.525,NA,172.1125,148.8,138.25,148.5,160.25,139.325,161.75,121.625,174.875,134.99845,NA,166.795,158.636966041667,157.93743689004,15.156267878203,15.9,17.8709031448816,4.89032354601968,1.9,7,4.45,7,101.6,7.8,68,12,72,55.2,7.6,4.45,5
"TYHILTON","T.Y. Hilton","WR","IND",85,68.1,27,157.693624844579,54.685,150.425,151.425,168.024942959888,1.8,161.375,148.675,175.724942959888,155.824942959888,146.549942959888,153.899942959888,165.299942959888,161.675,172.75,146.341692959888,NA,165.81,154.386192708333,157.693624844579,14.9124558327426,16.6,46.5366136994094,7.59739167908472,5,16,10.5,16,57.4,8.6,69,12,65,57.2,7.4,10.5,11
"KENDALLWRIGHT","Kendall Wright","WR","TEN",86,70,28,157.584149874981,148.395,162.625,157.375,153.175,NA,157.9,146.2,155.125,149.875,143.5,154.75,152,160.25,181,181.21625,NA,170.365,158.875786458333,157.584149874981,14.8029808631444,11.8,11.4413832641435,3.79758676192552,2.1,12,7.05,12,85.5,4.8,91.1,11,85,88.8,8.1,7.05,8
"JULIANEDELMAN","Julian Edelman","WR","NE",87,75.1,29,155.696552047043,149.965,166.75,160.75,163.274999032488,4,164.175,150.225,155.249999032488,140.999999032488,142.499999032488,137.674999032488,149.749999032488,149.1,172.55,186.917599032488,NA,166.17,158.226465833333,155.696552047043,12.9153830352064,16,40.3650567174111,6.95924767108698,3,13,8,13,73.6,8.3,66,12,69,66.1,8.2,8,9
"BENTATE","Ben Tate","RB","CLE",88,53.2,26,153.480708268824,97.285,167.025,149.25,175.974994045428,NA,157.5025,186.875,140.124994045428,139.124994045428,144.499994045428,152.749994045428,135.374994045428,158.725,169.725,142.457994045428,NA,139.475,150.065864583333,153.480708268824,32.9701860108396,14.3,21.1421093876677,4.99237341068128,2.5,12,7.25,12,102.7,19.5,42.2,23,66,59.7,7.7,7.25,8
"BISHOPSANKEY","Bishop Sankey","RB","TEN",89,67.3,27,151.825248132612,NA,178.9,150.375,128.375258103335,NA,160.9075,195.25,182.250258103335,135.875258103335,147.625258103335,159.200258103335,159.750258103335,123.575,175.15,107.458208103335,NA,110.275,151.943361428571,151.825248132612,31.3147258746271,28.9,27.1705960593202,7.34146702402451,9.1,23,16.05,23,76.9,8.2,81.6,12,58,52.2,7.6,16.05,17
"REGGIEWAYNE","Reggie Wayne","WR","IND",90,86.6,30,151.558666356762,159.81,141.025,151.15,166.215086494058,0.4,147.8625,173.4,129.465086494058,136.465086494058,135.465086494058,138.965086494058,158.715086494058,163.25,167.5,162.507586494058,NA,134.81,153.625833333333,151.558666356762,8.77749734492491,14.9,40.1253938593886,6.80187609879819,1.7,9,5.35,9,98.6,6.8,76.1,11,88,80.5,8.5,5.35,6
"ERICDECKER","Eric Decker","WR","NYJ",91,75.8,31,151.034164350128,96.08,146.525,154.4,151.775157336942,0.4,148.2375,194.1,138.025157336942,149.900157336942,138.525157336942,154.475157336942,153.150157336942,168.875,171.625,154.942657336942,NA,164.3,151.9230625,151.034164350128,8.25299533829127,12.4,43.0551173784531,6.76187414512142,2.2,12,7.1,12,92.6,5,85.2,10,90,89.8,9,7.1,8
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",92,77,32,151.024282428821,135.41,156.25,151.875,149.027446776022,NA,156.5125,190,169.652446776022,117.552446776022,128.152446776022,153.302446776022,147.777446776022,133.5,164.25,170.926596776022,NA,139.275,151.130012291667,151.024282428821,8.24311341698461,15.7,18.6072264873545,4.93301557507675,3.3,16,9.65,16,65.8,8,72.7,11,73,65.7,7.3,9.65,10
"JORDANCAMERON","Jordan Cameron","TE","CLE",93,62.2,4,147.275319781363,146.25,129.9,156.9,150.024884018065,152.275,144.3,144.525,139.774884018065,149.649884018065,157.649884018065,146.149884018065,159.774884018065,141.5,151,148.254884018065,NA,147.275,147.673210784314,147.275319781363,29.3354066683031,16.5,7.37085112875586,4.0042051992982,7.1,18,12.55,18,53.4,6.3,70.6,9,60,60.2,8.2,12.55,13
"TRENTRICHARDSON","Trent Richardson","RB","IND",94,75,28,146.760250917283,128.595,177.925,119.575,173.874884568688,NA,156.87,177.85,167.074884568688,132.599884568688,139.924884568688,137.474884568688,124.674884568688,121.25,166,156.240884568688,NA,149.775,149.606645833333,146.760250917283,26.2497286592985,23,20.9500367832165,6.04617417940705,2.4,14,8.2,14,94.5,11.8,55,15,71,64.5,8.2,8.2,9
"SAMMYWATKINS","Sammy Watkins","WR","BUF",95,100.4,33,146.537432268588,NA,138.875,143.375,148.824979711914,NA,141.65,162.525,129.749979711914,138.624979711914,134.499979711914,140.749979711914,133.249979711914,171.375,163.475,126.341229711914,NA,152.04,145.319273809524,146.537432268588,3.75626325675159,15.6,13.4331738379455,4.44764453237967,1.8,7,4.4,7,104.8,6.7,86.1,8,97,85,7.9,4.4,5
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",96,81,34,146.102279087393,121.86,162.875,155.375,150.989986214003,NA,152.1,139.875,126.464986214003,134.164986214003,149.839986214003,150.439986214003,148.464986214003,128.5,162.625,130.399736214003,NA,155.745,146.702201041667,146.102279087393,3.32111007555596,15.3,13.3918825741902,4.4069258217212,2.3,16,9.15,16,76.2,4,97.3,8,89,82,8.2,9.15,10
"GOLDENTATE","Golden Tate","WR","DET",97,81.2,35,145.619691232457,159.435,172.25,159.625,162.125176511114,NA,158.5125,137.4,125.125176511114,129.250176511114,140.000176511114,148.400176511114,126.375176511114,132.125,163.125,139.211176511114,NA,145.845,147.691802083333,145.619691232457,2.83852222062063,16.2,15.1555712700645,4.67900798231707,2,10,6,10,96.4,6.2,81,9,81,76.8,8.9,6,7
"WESWELKER","Wes Welker","WR","DEN",98,72,36,144.499164376339,190.96,146.025,150.15,132.280095272048,2.4,138.4875,141.275,168.155095272048,86.5300952720477,113.030095272048,122.155095272048,92.0300952720477,170.4,177.4,185.377595272048,NA,133.125,144.381333333333,144.499164376339,1.71799536450263,21.4,46.6567426036195,8.19947101245235,18.1,23,20.55,23,39.9,12.3,82,11,52,57.3,9.4,20.55,21
"MATTSCHAUB","Matt Schaub","QB","OAK",99,192.2,31,144.301631596356,171.09,172.52,123.62,109.275067529715,0.4,145.662,29.16,177.375067529715,139.255067529715,136.475067529715,115.115067529715,162.175067529715,211.48,161.98,152.402317529715,NA,66.86,138.9968125,144.301631596356,-101.39127877873,18.4,55.948833010456,8.67959902912082,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"JASONWITTEN","Jason Witten","TE","DAL",100,78.1,5,142.546998265499,145.69,151.25,151.125,141.621590857799,144.25,145.3625,148.5,126.371590857799,119.371590857799,144.371590857799,138.746590857799,133.621590857799,146.875,161.25,146.772840857799,NA,142.1,143.724215686275,142.546998265499,24.6070851524393,11.3,9.95466792994967,3.60008590543307,3.2,8,5.6,8,62.5,8.5,59.2,11,56,68.5,9.1,5.6,6
"STEVANRIDLEY","Stevan Ridley","RB","NE",101,77.9,29,140.023225718478,160.75,169.475,125.8,158.7,NA,148.0075,130.6,135.425,132.5,124.5,121.675,127.625,155.575,129.5,98.937,NA,132.9,137.884177083333,140.023225718478,19.5127034604938,17.4,18.4102851460678,5.12435603802953,2.1,12,7.05,12,100.4,7,80.7,10,87,76.6,9.2,7.05,8
"FREDJACKSON","Fred Jackson","RB","BUF",102,81.8,30,139.804864116102,138.54,157.325,140.9,117.550103578359,NA,139.7025,175.125,133.625103578359,127.325103578359,147.250103578359,133.200103578359,149.375103578359,109.4,153.025,148.681353578359,NA,131.3,140.206817708333,139.804864116102,19.2943418581175,15.6,16.2252954679115,4.70292438514213,2.2,7,4.6,7,118,3.8,99.4,10,98,87.7,11,4.6,5
"PIERRETHOMAS","Pierre Thomas","RB","NO",103,79.9,31,139.431873054513,153.59,161.75,139.225,129.624741896665,NA,145.4275,159.475,146.049741896665,117.874741896665,116.749741896665,119.299741896665,140.249741896665,132.325,150.325,172.698441896665,NA,132.975,139.440798333333,139.431873054513,18.9213507965289,14.1,16.7615660131956,4.56723733078782,1.7,7,4.35,7,109,5,88.6,10,92,73.9,9.1,4.35,5
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",104,83.2,32,138.737307392478,136.97,154.4,136.1,125.899767545729,NA,141.135,134.625,141.024767545729,135.074767545729,146.374767545729,117.849767545729,135.999767545729,159.825,157.65,133.807467545729,NA,137.175,140.194142083333,138.737307392478,18.2267851344932,17.1,11.2812620446941,4.43561572239927,2,12,7,12,105,5.6,84.8,11,84,69.8,8.1,7,8
"VERNONDAVIS","Vernon Davis","TE","SF",105,71.6,6,138.375865541175,74.47,145.25,155,168.125222412426,170.375,150.075,172.125,130.375222412426,122.625222412426,134.500222412426,138.625222412426,124.125222412426,95.25,153.375,144.696472412426,NA,118,138.385857843137,138.375865541175,20.4359524281151,14.1,26.6389534239664,5.47031332032846,11.2,21,16.1,21,47.6,13.4,45.5,14,46,54,8.7,16.1,17
"RUEBENRANDLE","Rueben Randle","WR","NYG",106,93,37,138.224651426713,120.74,142.35,149.6,111.974859764641,0.6,135.175,127.35,125.974859764641,149.599859764641,151.474859764641,142.099859764641,115.099859764641,128.475,161.35,119.386109764641,NA,158.625,136.114723958333,138.224651426713,-4.55651758512329,16.2,37.2129138291152,6.69568057292847,1.2,7,4.1,7,112.4,1.3,134.6,7,123,98.6,9,4.1,5
"GREGOLSEN","Greg Olsen","TE","CAR",107,85.6,7,136.374717035388,165.245,125.375,136.125,132.999908551966,135.25,132.45,134.875,135.499908551966,116.999908551966,145.374908551966,143.874908551966,139.749908551966,118.25,145.375,134.602408551966,NA,142.2,137.362230392157,136.374717035388,18.4348039223279,12,11.4190532084148,3.82017416022479,3,9,6,9,61.8,3.9,83,8,74,93.2,13.3,6,7
"CECILSHORTS","Cecil Shorts","WR","JAC",108,106.3,38,135.564936327223,213.375,NA,114.25,137.296448857225,NA,123.3,159.85,124.546448857225,115.296448857225,132.046448857225,138.671448857225,120.796448857225,157.625,142.75,124.572698857225,NA,142.175,140.441416666667,135.564936327223,-7.21623268461391,21.6,25.6576114573896,6.304178245239,1.3,7,4.15,7,114.8,3,107.2,4,130,134.3,10.3,4.15,5
"DWAYNEBOWE","Dwayne Bowe","WR","KC",109,103.5,39,133.979417544391,143.645,130.15,127.525,118.274942959888,0.4,130.1875,141.65,144.649942959888,120.399942959888,125.024942959888,134.399942959888,100.274942959888,146.5,150.75,134.099942959888,NA,144.975,134.55934375,133.979417544391,-8.80175146744574,13.9,35.5584024177965,6.26117730901489,1.2,6,3.6,6,116.9,2,122.7,4,115,103.4,10.3,3.6,4
"BRIANHARTLINE","Brian Hartline","WR","MIA",110,125.7,40,133.024940623023,163.54,119.5,129,107.250102567673,NA,124.15,140,140.750102567673,124.250102567673,132.500102567673,129.375102567673,121.000102567673,138.125,152.25,133.133852567673,NA,140.85,134.199067708333,133.024940623023,-9.75622838881387,16.7,13.8196848327164,4.61844222848958,1,1,1,1,NA,1.3,144.9,4,167,NA,NA,1,1
"STEVENJACKSON","Steven Jackson","RB","ATL",111,77.8,33,132.17689273771,134.335,152.7,108.575,151.325167353494,NA,134.1725,81.75,121.625167353494,110.625167353494,125.375167353494,137.950167353494,123.750167353494,161.225,152.675,147.857917353494,NA,155.45,134.203848958333,132.17689273771,11.6663704797254,25.8,21.8037583120555,6.46903483391295,2.5,8,5.25,8,108.8,8.3,74.3,13,91,78.9,7.9,5.25,6
"LAMARMILLER","Lamar Miller","RB","MIA",112,73.9,34,131.480305019341,86.905,148.725,125.25,85.42482828577,NA,124.2425,141.275,123.92482828577,147.67482828577,120.04982828577,144.44982828577,109.42482828577,150.95,154.375,109.35707828577,NA,136.05,129.548192708333,131.480305019341,10.9697827613568,17.7,22.0982404373478,5.49848424132246,2.7,22,12.35,22,95.8,2.7,111.2,10,94,70.9,7.3,12.35,13
"ANQUANBOLDIN","Anquan Boldin","WR","SF",113,115.3,41,131.02918534699,135.445,124.625,120.25,144.024942959888,NA,126.9625,121.175,119.874942959888,125.224942959888,135.499942959888,125.524942959888,130.874942959888,146.375,147.45,131.733942959888,NA,127.105,133.33740625,131.02918534699,-11.7519836648468,18,9.2116452437223,4.35722401669716,1.3,6,3.65,6,114.4,3.2,97.5,5,113,120.7,13.3,3.65,4
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",114,101.3,42,130.937582344843,NA,150.5,156.125,107.375,NA,138.1625,178.975,123.5,119.5,132.125,125.25,121.5,116.75,136.25,118.335,NA,141.575,133.291214285714,130.937582344843,-11.8435866669933,18.3,18.94466690899,5.28404435106666,1.3,6,3.65,6,122.8,2.7,127.3,2,125,90.5,7.4,3.65,4
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",115,111.1,43,130.690125563236,117.52,118.75,119,142.778450439294,NA,124.7,133.7,122.153450439294,134.028450439294,140.028450439294,130.153450439294,133.778450439294,122.5,162.325,113.808450439294,NA,140.025,131.188333333333,130.690125563236,-12.0910434486011,14.2,12.7139802735001,4.20948661799465,1.1,7,4.05,7,122,2.5,111.8,8,126,115.3,10.4,4.05,5
"MIKEEVANS","Mike Evans","WR","TB",116,107.2,44,130.315625,NA,133.375,141.5,120.25,NA,126.0625,116,97.75,140.875,143.625,134.3,113.25,135,145.75,109.77,NA,141.55,129.985880952381,130.315625,-12.4655440118366,20.2,14.8780128043656,5.14621128593986,1.4,7,4.2,7,110.3,2.1,120.4,5,116,105.9,9.9,4.2,5
